name,price,socket,form_factor,max_memory,memory_slots,color
ASRock Z370 Killer SLI/ac,,LGA1151,ATX,64,4,Black / Silver
Gigabyte Z490 GAMING X,,LGA1200,ATX,128,4,Black / Silver
Asus TUF H370-Pro Gaming (WI-FI),,LGA1151,ATX,64,4,Black / Silver
ASRock X99 Extreme4,,LGA2011-3,ATX,128,8,Black / Blue
ASRock H110M-DGS,,LGA1151,Micro ATX,32,2,Black / Orange
ASRock AB350M,,AM4,Micro ATX,32,2,Black / White
ASRock Z370M Pro4,,LGA1151,Micro ATX,64,4,Black / Silver
Asus ROG STRIX Z370-G GAMING (WI-FI AC),,LGA1151,Micro ATX,64,4,Black / Silver
ASRock Z590-C/ac,,LGA1200,ATX,128,4,Black
ASRock X570D4U,358.99,AM4,Micro ATX,128,4,Green
ASRock X470D4U,259.99,AM4,Micro ATX,64,4,Green
Asus PRIME Z590-V,,LGA1200,ATX,128,4,Silver / Black
Asus TUF GAMING H570-PRO WIFI,178.0,LGA1200,ATX,128,4,Black / Silver
Asus ROG ZENITH EXTREME,,sTR4,EATX,128,8,Black / Silver
Gigabyte GA-H110M-H,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte Z490 AORUS MASTER,579.0,LGA1200,ATX,128,4,Black / Silver
Asus ROG Maximus XIII Extreme,684.99,LGA1200,EATX,128,4,Silver / Black
Gigabyte GA-F2A68HM-H,95.98,FM2+,Micro ATX,64,2,Black
ASRock A520M/ac,,AM4,Micro ATX,64,2,Black / Silver
ASRock B250M-HDV,,LGA1151,Micro ATX,32,2,Black / White
Asus Z97-K/CSM,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-Z97X-Gaming 3,,LGA1150,ATX,32,4,Black / Red
ASRock Fatal1ty X99M Killer,,LGA2011-3,Micro ATX,64,4,Black / Red
Asus Z97 PRO GAMER,,LGA1150,ATX,32,4,Black / Red
MSI B250 PC MATE,,LGA1151,ATX,64,4,Black / White
Asus PRIME B650M-A II,,AM5,Micro ATX,128,4,Silver / Black
Asus PRIME H270-PLUS-CSM,,LGA1151,ATX,64,4,Black / Silver
Asus ROG MAXIMUS X HERO,,LGA1151,ATX,64,4,Black
Gigabyte H310M A,,LGA1151,Micro ATX,32,2,Silver / Brown
ASRock B460M Pro4/ac,,LGA1200,Micro ATX,128,4,Silver / Black
Asus Pro B650M-CT-CSM,159.99,AM5,Micro ATX,128,4,Green / Black
Asus PRIME Z490M-PLUS,208.0,LGA1200,Micro ATX,128,4,Black / White
Gigabyte Z690I AORUS ULTRA LITE,,LGA1700,Mini ITX,64,2,Black
ASRock B365 Pro4,,LGA1151,ATX,64,4,Black / Silver
Biostar TB250-BTC,,LGA1151,ATX,32,2,Black / Yellow
Gigabyte B550M AORUS PRO AX,,AM4,Micro ATX,128,4,Black / Silver
Gigabyte GA-Z77X-UD3H,,LGA1155,ATX,32,4,Black / Blue
Asus Maximus VI Hero,,LGA1150,ATX,32,4,
MSI Z170A SLI PLUS,,LGA1151,ATX,64,4,Black / Silver
ASRock C236 WSI,,LGA1151,Mini ITX,32,2,Green / Blue
MSI MPG Z390I GAMING EDGE AC,,LGA1151,Mini ITX,64,2,Black / Silver
Gigabyte GA-B365M-H,,LGA1151,Micro ATX,32,2,Black / Red
Asus TUF GAMING B460-PLUS,,LGA1200,ATX,128,4,Black / Gold
ASRock X570 Phantom Gaming 4 WiFi ax,,AM4,ATX,128,4,Black
ECS G31T-M7,169.95,LGA775,Micro ATX,4,2,Multicolor
MSI PRO B660M-A WIFI,,LGA1700,Micro ATX,128,4,Black / Silver
Asus Z87-A,,LGA1150,ATX,32,4,Black / Gold
Asus H110I-PLUS,,LGA1151,Mini ITX,32,2,Black / Gold
ASRock X570 Extreme4,,AM4,ATX,128,4,Black / Silver
Gigabyte Z790M AORUS ELITE,,LGA1700,Micro ATX,192,4,Silver / Black
Gigabyte B760M D3H DDR4,,LGA1700,Micro ATX,128,4,Black
ASRock X299 Taichi CLX,,LGA2066,ATX,256,8,Black / Silver
Asus ROG STRIX B460-H GAMING,,LGA1200,ATX,128,4,Black / Red
Gigabyte GA-H81M-DS2,,LGA1150,Micro ATX,16,2,Black
Asus RAMPAGE V EXTREME,,LGA2011-3,EATX,64,8,Black / Red
MSI 990FXA-GAMING,,AM3+/AM3,ATX,32,4,Black / Red
MSI Z370 TOMAHAWK,,LGA1151,ATX,64,4,Black / Gray
MSI B450M PRO-VDH PLUS,,AM4,Micro ATX,64,4,Black
Asus WS X299 SAGE,523.54,LGA2066,SSI CEB,128,8,Black
Biostar B550MX/E PRO,,AM4,Micro ATX,128,4,Black / Silver
Asus P7H55-M Pro,,LGA1156,Micro ATX,16,4,Black / Blue
MSI Z370 GAMING PRO CARBON AC,,LGA1151,ATX,64,4,Black
Asus Prime B360-Plus,,LGA1151,ATX,64,4,Black / Gray
Gigabyte GA-AB350M-DS3H V2,,AM4,Micro ATX,64,4,Black
ASRock A320M-DVS R4.0,,AM4,Micro ATX,32,2,Black / Silver
Gigabyte GA-Z270MX-Gaming 5,2035.65,LGA1151,Micro ATX,64,4,Black / Silver
Asus A88XM-A,,FM2+,Micro ATX,64,4,Black / Gold
Gigabyte GA-Z170-HD3P,,LGA1151,ATX,64,4,Black
Asus STRIX H270F GAMING,,LGA1151,ATX,64,4,Black / Silver
Asus ROG STRIX B360-H GAMING,,LGA1151,ATX,64,4,Red / Black
Asus PRIME H410M-A,,LGA1200,Micro ATX,64,2,Black
Asus ROG MAXIMUS XI GENE,543.49,LGA1151,Micro ATX,64,2,Black
Gigabyte Z590 GAMING X,,LGA1200,ATX,128,4,Black / Silver
Asus P8Z77-V LK,,LGA1155,ATX,32,4,Black / Blue
Asus Rampage IV Black Edition,,LGA2011,EATX,128,8,Black / Red
ASRock Z97 Extreme4,,LGA1150,ATX,32,4,Black / Blue
Asus Z97-P,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-Z97P-D3,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-78LMT-USB3 R2,,AM3+,Micro ATX,32,4,Black
ASRock X570 Phantom Gaming 4S,,AM4,ATX,128,4,Black
Asus TUF GAMING A620M-PLUS,,AM5,Micro ATX,128,4,Black / Orange
ASRock B460M-HDV,189.0,LGA1200,Micro ATX,64,2,Black
Asus ROG STRIX B560-I GAMING WIFI,,LGA1200,Mini ITX,64,2,Black
Asus Z170-DELUXE,,LGA1151,ATX,64,4,Black / White
ASRock H110M-HDV,,LGA1151,Micro ATX,32,2,Black / Orange
ASRock TRX40 TAICHI,,sTRX4,ATX,256,8,Black / Silver
ASRock B560M-ITX/ac,,LGA1200,Mini ITX,64,2,Silver / Black
ASRock Z97 Anniversary,,LGA1150,ATX,32,4,Black / Blue
Asus 970 PRO GAMING/AURA,,AM3+,ATX,32,4,Black / Red
Asus Rampage V Edition 10,,LGA2011-3,EATX,128,8,Black
MSI Z270 GAMING M5,,LGA1151,ATX,64,4,Black / Silver
Asus ROG STRIX Z490-A GAMING,,LGA1200,ATX,128,4,Black / Silver
MSI Z97-G45 Gaming,,LGA1150,ATX,32,4,Black / Red
MSI B150M MORTAR,,LGA1151,Micro ATX,64,4,Black / White
MSI Z270 PC MATE,,LGA1151,ATX,64,4,Black / Silver
MSI B360-A PRO,,LGA1151,ATX,64,4,Brown
ASRock X299 WSI/IPMI,277.69,LGA2066,Mini ITX,64,4,Black / Silver
Asus TUF GAMING B760M-PLUS,,LGA1700,Micro ATX,128,4,Black / Orange
MSI Z77A-G43,,LGA1155,ATX,32,4,Black / Blue
MSI H81M-E33,,LGA1150,Micro ATX,16,2,Black / Blue
MSI MEG X299 CREATION,,LGA2066,EATX,128,8,Black
Asus ROG STRIX Z490-G GAMING (WI-FI),,LGA1200,Micro ATX,128,4,Black
Gigabyte B550 AORUS PRO AX,,AM4,ATX,128,4,Black
MSI MEG Z490 GODLIKE,787.7,LGA1200,EATX,128,4,Black / Silver
Asus Maximus V Gene,,LGA1155,Micro ATX,32,4,Black / Red
Asus P8H61-M LX PLUS R2.0,,LGA1155,Micro ATX,16,2,Black / Blue
Asus Z10PE-D8 WS,,2 x LGA2011-3,SSI EEB,512,8,Black / Gold
Gigabyte MW50-SV0,,LGA2011-3,ATX,256,8,Blue / Black
Asus SABERTOOTH X99,,LGA2011-3,ATX,64,8,Brown / Black
Asus B150M-A/M.2,,LGA1151,Micro ATX,64,4,Black / Gold
MSI X399 GAMING PRO CARBON AC,,sTR4,ATX,128,8,Black / Silver
ASRock Z590 Phantom Gaming-ITX/TB4,210.99,LGA1200,Mini ITX,64,2,Black / Red
ASRock C246 WS,299.99,LGA1151,ATX,64,4,Green / Blue
MSI MAG B550 TORPEDO,,AM4,ATX,128,4,Black
Asus STRIX X299-E GAMING,,LGA2066,ATX,128,8,Black
ASRock Z97 Extreme6,,LGA1150,ATX,32,4,Black / Blue
Asus Z170-K,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-H110M-DS2,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock A320M-DGS,,AM4,Micro ATX,32,2,Black / Silver
Asus ROG STRIX X370-I GAMING,,AM4,Mini ITX,32,2,Black / Silver
Gigabyte B360 HD3,,LGA1151,ATX,64,4,Silver / Black
Gigabyte B365 M AORUS ELITE,,LGA1151,Micro ATX,64,4,Black / Orange
ASRock B650M-C,,AM5,Micro ATX,128,4,Black
Asus TUF Z390M-PRO GAMING (WI-FI),,LGA1151,Micro ATX,128,4,Black / Gold
MSI B550M PRO,,AM4,Micro ATX,64,2,Black
Asus H81M-E,,LGA1150,Micro ATX,16,2,Black / Gold
Gigabyte GA-Z97X-Gaming 5,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-H97N-WIFI,,LGA1150,Mini ITX,16,2,Black / Silver
Gigabyte GA-B85M-DS3H-A,,LGA1150,Micro ATX,32,4,Black
Asus MAXIMUS VIII RANGER,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-Z170X-Gaming 5,,LGA1151,ATX,64,4,Black / Red
ASRock 970A-G/3.1,,AM3+/AM3,ATX,64,4,Black / Red
Asus PRIME B250M-K,,LGA1151,Micro ATX,32,2,Black / Silver
Asus ROG STRIX B360-G GAMING,,LGA1151,Micro ATX,64,4,Red / Black
Gigabyte B460M AORUS PRO,,LGA1200,Micro ATX,128,4,Black / Orange
MSI MEG Z590 GODLIKE,434.99,LGA1200,EATX,128,4,Black / Silver
Gigabyte Z690M AORUS ELITE DDR4,,LGA1700,Micro ATX,128,4,Black
EVGA X299 DARK,438.67,LGA2066,EATX,64,4,Black / Silver
MSI MEG Z590 ACE GOLD EDITION,,LGA1200,ATX,128,4,Silver / Gold
Asus ROG MAXIMUS XII EXTREME,950.0,LGA1200,EATX,128,4,Black
Gigabyte Z490 UD,,LGA1200,ATX,128,4,Black / Silver
Gigabyte GA-78LMT-S2,,AM3+,Micro ATX,16,2,Blue / White
Asus H110M-E/M.2,,LGA1151,Micro ATX,32,2,Black / Gold
Asus PRIME X399-A,,sTR4,EATX,128,8,Black / Silver
MSI Z370 GAMING M5,,LGA1151,ATX,64,4,Black
Asus PRIME B360M-K,,LGA1151,Micro ATX,32,2,Black / Silver
NZXT N7 Z390,,LGA1151,ATX,64,4,White / Black
Asus TUF GAMING A620-PRO WIFI,,AM5,ATX,192,4,Black
ASRock X299 Steel Legend,451.08,LGA2066,ATX,256,8,Silver / Black
Biostar H610MH,110.19,LGA1700,Micro ATX,64,2,Gray / Black
MSI Z270 CAMO SQUAD,,LGA1151,ATX,64,4,Black / Beige
Asus P5QProTurbo,,LGA775,ATX,16,4,Multicolor
Asus P8Z68-V PRO/GEN3,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-Z77X-UD5H,,LGA1155,ATX,32,4,Black / Blue
Asus H81I-PLUS,,LGA1150,Mini ITX,16,2,Black / Gold
Gigabyte GA-Z97-HD3,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-H81M-S1,,LGA1150,Micro ATX,16,2,Black
Asus TUF B360-PRO GAMING,,LGA1151,ATX,64,4,Black / Orange
MSI MAG B460M MORTAR,,LGA1200,Micro ATX,128,4,Black / Silver
Asus PRIME H510M-A/CSM,169.0,LGA1200,Micro ATX,64,2,Black / Silver
MSI MAG B460 TORPEDO,,LGA1200,ATX,128,4,Black
Asus H97I-PLUS,,LGA1150,Mini ITX,16,2,Black / Gold
Gigabyte GA-Z170-HD3 DDR3,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-H170-GAMING 3,,LGA1151,ATX,64,4,Black / Red
Asus TUF X299 MARK 2,,LGA2066,ATX,128,8,Black
Asus PRIME B560-PLUS AC-HES,,LGA1200,ATX,128,4,Silver / Black
Gigabyte Z590 AORUS XTREME,848.48,LGA1200,EATX,128,4,Black
EVGA X299 MICRO ATX 2,299.99,LGA2066,Micro ATX,64,4,Black / Silver
Asus PRIME X670-P-CSM,,AM5,ATX,128,4,Silver / Black
MSI Big Bang-Marshal (B3),,LGA1155,XL ATX,32,4,Black / Blue
Gigabyte GA-B75M-D3V,,LGA1155,Micro ATX,16,2,Blue / White
Asus Z170M-PLUS,,LGA1151,Micro ATX,64,4,Black / Gold
ASRock H270M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver
Asus TUF Z370 Pro Gaming,,LGA1151,ATX,64,4,Black / Yellow
Asus ROG STRIX B350-I GAMING,,AM4,Mini ITX,32,2,Black / Silver
ASRock B360M-HDV,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock Z390 Taichi,,LGA1151,ATX,128,4,Black / Silver
Asus TUF Z390-PLUS GAMING,,LGA1151,ATX,128,4,Black / Gold
Asus PRIME Z490-V,,LGA1200,ATX,128,4,Black / Silver
MSI PRO B760M-G DDR4,,LGA1700,Micro ATX,64,2,Black
Gigabyte B560I AORUS PRO AX,,LGA1200,Mini ITX,64,2,Black / Silver
Asus PRIME H510M-D,227.0,LGA1200,Micro ATX,64,2,Black / Silver
MSI MEG Z590I UNIFY,,LGA1200,Mini ITX,64,2,Black
MSI MAG B660 TOMAHAWK EVA e-PROJECT,,LGA1700,ATX,128,4,Purple / Black
Asus H170M-PLUS,,LGA1151,Micro ATX,64,4,Black / Gold
MSI H110M PRO-VH PLUS,,LGA1151,Micro ATX,32,2,Brown
Asus TUF Z370-Plus Gaming II,,LGA1151,ATX,64,4,Black / Yellow
MSI MAG B460M BAZOOKA,,LGA1200,Micro ATX,128,4,Black / Silver
Gigabyte B760 AORUS MASTER DDR4,,LGA1700,ATX,128,4,Black
ASRock B460M Steel Legend,202.24,LGA1200,Micro ATX,128,4,Black / Silver
ASRock H510M-HDV,,LGA1200,Micro ATX,64,2,Silver / Black
Asus P8H61-I R2.0,,LGA1155,Mini ITX,16,2,Black / Blue
Asus H81M-A,,LGA1150,Micro ATX,16,2,Black / Gold
ASRock X99E-ITX/ac,,LGA2011-3 Narrow,Mini ITX,32,2,Black / Blue
Gigabyte GA-Z170MX-Gaming 5,,LGA1151,Micro ATX,64,4,Black / Red
ASRock X399D8A-2T,,sTR4,ATX,256,8,Green / Blue
ASRock H410M-HDV/M.2,,LGA1200,Micro ATX,64,2,Black
Gigabyte B560M D3H,,LGA1200,Micro ATX,128,4,Brown / Black
Gigabyte B660-AORUS-ELITE-AX-DDR4,,LGA1700,ATX,128,4,Black
ASRock Z590 Phantom Gaming 4,,LGA1200,ATX,128,4,Silver / Black
Asus Z97-PRO(Wi-Fi ac),,LGA1150,ATX,32,4,Black / Gold
Asus Z97-A/USB 3.1,,LGA1150,ATX,32,4,Black / Gold
Asus PRIME B250M-PLUS,,LGA1151,Micro ATX,64,4,Black / Red
MSI Z270 GAMING M7,,LGA1151,ATX,64,4,Black / Silver
Gigabyte GA-H110-D3A,,LGA1151,ATX,32,2,Black
Asus ROG MAXIMUS XI CODE,,LGA1151,ATX,128,4,Black
Asus ROG STRIX B365-F GAMING,,LGA1151,ATX,64,4,
Supermicro MBD-X11SSM-F-O,269.99,LGA1151,Micro ATX,64,4,Green
Gigabyte GA-H81M-H,,LGA1150,Micro ATX,16,2,Black / Silver
MSI Z170A GAMING M3,,LGA1151,ATX,64,4,Black / Red
Asus SABERTOOTH Z170 S,,LGA1151,ATX,64,4,White / Gray
MSI Z270 TOMAHAWK ARCTIC,,LGA1151,ATX,64,4,White
Gigabyte Z390 DESIGNARE,,LGA1151,ATX,128,4,Black / Silver
Biostar B450MHP,,AM4,Micro ATX,64,2,Black / Silver
ASRock H610M-ITX/eDP,153.03,LGA1700,Mini ITX,64,2,Silver / Black
Supermicro X11SCL-LN4F,493.1,LGA1151,Micro ATX,128,4,Green
Biostar B760MX2-E D4,,LGA1700,Micro ATX,64,2,Black
Asus PRIME Z270-AR,,LGA1151,ATX,64,4,Black / White
Asus Sabertooth X58,,LGA1366,ATX,24,6,Brown / Black
Gigabyte GA-Z77-D3H,,LGA1155,ATX,32,4,Blue / White
ASRock H61M-VG3,,LGA1155,Micro ATX,16,2,Black / Blue
Asus Z97-AR,,LGA1150,ATX,32,4,Black / Silver
Asus MAXIMUS IX FORMULA,,LGA1151,ATX,64,4,Black
ASRock Z270 Extreme4,,LGA1151,ATX,64,4,Black / White
ASRock X370 Gaming-ITX/ac,,AM4,Mini ITX,32,2,Black / Red
MSI Z370M MORTAR,,LGA1151,Micro ATX,64,4,Black / Red
ASRock A320M-HDV R3.0,,AM4,Micro ATX,32,2,Black
MSI X470 GAMING PRO MAX,,AM4,ATX,128,4,Black / Silver
Asus TUF GAMING B460M-PLUS,,LGA1200,Micro ATX,128,4,Black / Gold
ASRock Fatal1ty AB350 Gaming K4,207.86,AM4,ATX,64,4,Black / Red
ASRock H310CM-HDV/M.2,213.16,LGA1151,Micro ATX,32,2,Black
Supermicro C9X299-PG300F,929.24,LGA2066,ATX,256,8,Black
Asus P5KPL-AM EPU,,LGA775,Micro ATX,4,2,Multicolor
ASRock H81M-HDS,,LGA1150,Micro ATX,16,2,Brown / Black
MSI B85-G43 GAMING,,LGA1150,ATX,32,4,Black / Red
MSI H110M PRO-VD PLUS,,LGA1151,Micro ATX,32,2,Black / White
ASRock AB350M-HDV,,AM4,Micro ATX,32,2,Black / White
Gigabyte Z370XP SLI (rev. 1.0),,LGA1151,ATX,64,4,Black / White
Gigabyte H510M-S2H-V2-rev-13,,LGA1200,Micro ATX,64,4,Black
MSI MAG Z590 TORPEDO,161.29,LGA1200,ATX,128,4,Black / Blue
Asus M5A97 LE R2.0,,AM3+,ATX,32,4,Black / Blue
ASRock B85M Pro4,,LGA1150,Micro ATX,32,4,Brown / Black
Gigabyte GA-Z97X-GAMING 7,,LGA1150,ATX,32,4,Black / Red
ASRock Z170 Pro4S,,LGA1151,ATX,64,4,Black / Orange
MSI B150 PC Mate,,LGA1151,ATX,64,4,Black / Silver
Asus B150 PRO GAMING/AURA,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-Z270-Gaming K3,,LGA1151,ATX,64,4,Black / Red
MSI Z370 PC PRO,,LGA1151,ATX,64,4,Black / White
Gigabyte Z370 AORUS Ultra Gaming (rev. 1.0),,LGA1151,ATX,64,4,Black / Red
Asus TUF B360M-PLUS GAMING S,,LGA1151,Micro ATX,64,4,Black / Gold
EVGA X570 FTW WIFI,,AM4,ATX,128,4,Black
ASRock B760 Pro RS WiFi,,LGA1700,ATX,192,4,Black / Silver
Asus M5A78L-M LX PLUS,,AM3+,Micro ATX,16,2,Black / Blue
ASRock Z370M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver
MSI Z370M GAMING PRO AC,,LGA1151,Micro ATX,64,4,Black / Silver
Asus PRIME B460M-K,,LGA1200,Micro ATX,64,2,Silver / Black
Asus ROG STRIX B460-F GAMING,,LGA1200,ATX,128,4,Black / Silver
Gigabyte Z490 UD AC,214.12,LGA1200,ATX,128,4,Black / Silver
MSI X370 XPOWER GAMING TITANIUM,,AM4,ATX,64,4,Silver
Gigabyte GA-Z97X-UD3H,,LGA1150,ATX,32,4,Black / Gold
MSI Z97-Gaming 3,,LGA1150,ATX,32,4,Black / Red
MSI H170 Gaming M3,,LGA1151,ATX,64,4,Black / Red
Supermicro X10SRA,,LGA2011-3,ATX,512,8,Black / Blue
MSI A320M PRO-M2 V2,,AM4,Micro ATX,32,2,Brown / Black
ASRock Z690 PG Velocita,352.0,LGA1700,ATX,128,4,Silver / Black
Gigabyte H610M H,,LGA1700,Micro ATX,64,2,Brown / Silver
Biostar H610MHP,,LGA1700,Micro ATX,64,2,Brown / Black
ASRock X399 Phantom Gaming 6,,sTR4,ATX,128,8,Black / Silver
Gigabyte B560M AORUS PRO,,LGA1200,Micro ATX,128,4,Black
MSI 760GMA-P34(FX),,AM3+,Micro ATX,16,2,
MSI Z97-GAMING 7,,LGA1150,ATX,32,4,Black / Red
Asus Z170 PRO GAMING/AURA,,LGA1151,ATX,64,4,Black / Silver
Asus MAXIMUS IX CODE,,LGA1151,ATX,64,4,Black
Asus PRIME B250-PLUS,,LGA1151,ATX,64,4,Black / Red
MSI Z270 TOMAHAWK,,LGA1151,ATX,64,4,Black / Red
MSI X299 RAIDER,,LGA2066,ATX,128,8,Black / Silver
MSI Z270 GAMING PLUS,,LGA1151,ATX,64,4,Black / Red
MSI B350 TOMAHAWK PLUS,,AM4,ATX,64,4,Black / Red
MSI H310M PRO-VDH,,LGA1151,Micro ATX,32,2,Brown / Black
ASRock H410M-HDV,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock EP2C602-4L/D16,,2 x LGA2011,SSI EEB,512,16,Blue / White
Asus H97-PLUS,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-Z97N-WIFI,,LGA1150,Mini ITX,16,2,Black / Silver
MSI X99S SLI Plus,,LGA2011-3,ATX,128,8,Black
MSI X370 SLI PLUS,,AM4,ATX,64,4,Black / White
Gigabyte GA-AX370-Gaming K5,,AM4,ATX,64,4,Black / Orange
Gigabyte GA-AX370-Gaming,,AM4,ATX,64,4,Black / Red
MSI B560M PRO WIFI,199.0,LGA1200,Micro ATX,64,2,Black
Gigabyte B760M AORUS PRO AX DDR4,,LGA1700,Micro ATX,128,4,Black / Silver
EVGA Z690 CLASSIFIED,,LGA1700,EATX,128,4,Black / Silver
Colorful CVN Z790D5 GAMING FROZEN V20,,LGA1700,ATX,192,4,Silver / Copper
ASRock B460M-ITX/ac,,LGA1200,Mini ITX,64,2,Black / Silver
Asus P8H67-M PRO,,LGA1155,Micro ATX,32,4,
Gigabyte GA-Z87-HD3,,LGA1150,ATX,32,4,Black / Gray
Asus Z97-PRO,,LGA1150,ATX,32,4,Black / Gold
Asus X99-DELUXE II,,LGA2011-3,ATX,128,8,Black / White
Asus PRIME H310M-A,,LGA1151,Micro ATX,32,2,Silver / Black
Gigabyte B360M AORUS GAMING 3,,LGA1151,Micro ATX,64,4,Black / Orange
Gigabyte B760M D2H DDR4,,LGA1700,Micro ATX,64,2,Black
Asus PRIME A320I-K/CSM,,AM4,Mini ITX,32,2,Black / Silver
Gigabyte Z690 AORUS ELITE,,LGA1700,ATX,128,4,Black
Asus PRIME H310M-D R2.0,,LGA1151,Micro ATX,32,2,Black
Asus Z97M-PLUS,,LGA1150,Micro ATX,32,4,Black / Gold
Asus A68HM-K,,FM2+,Micro ATX,32,2,Black / Gold
Asus H110M-D,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte GA-F2A68HM-S1,,FM2+,Micro ATX,64,2,Black
Asus PRIME B250M-C-CSM,,LGA1151,Micro ATX,64,4,Green / Black
Gigabyte GA-Z270N-WIFI,,LGA1151,Mini ITX,32,2,Black / Gold
ASRock Z270M Pro4,,LGA1151,Micro ATX,64,4,Black / White
ASRock X370M-HDV,,AM4,Micro ATX,32,2,Black / Silver
ASRock Z390M Pro4,,LGA1151,Micro ATX,128,4,Black / Silver
MSI B550M PRO-VDH WIFI (CEC),,AM4,Micro ATX,128,4,Black
Gigabyte Z490 AORUS ULTRA,399.99,LGA1200,ATX,128,4,Black / Silver
Asus PRIME H270-PRO,,LGA1151,ATX,64,4,Black / Silver
Asus TUF B350M-PLUS GAMING,,AM4,Micro ATX,64,4,Black / Yellow
MSI Z370I GAMING PRO CARBON AC,,LGA1151,Mini ITX,32,2,Black / Silver
Asus PRIME X570-P/CSM,,AM4,ATX,128,4,Black / Silver
MSI A520M PRO-VH,,AM4,Micro ATX,64,2,Black
Biostar B650EGTQ,,AM5,Micro ATX,128,4,Black / Blue
MSI PRO Z790-P,,LGA1700,ATX,128,4,Black / Silver
Biostar B660T-SILVER,,LGA1700,Mini ITX,64,2,Silver / Black
Asus PRIME B360M-C/CSM,,LGA1151,Micro ATX,64,4,Green / Black
ASRock X470 Master SLI,405.09,AM4,ATX,64,4,Black
Gigabyte Z690 UD,,LGA1700,ATX,128,4,Black
Asus P5G41T-M LX,,LGA775,Micro ATX,8,2,Black / Blue
Gigabyte GA-P61-USB3-B3,,LGA1155,ATX,16,2,Blue / White
Asus Z87-K,,LGA1150,ATX,32,4,
Gigabyte GA-H81M-S2PV,,LGA1150,Micro ATX,16,2,Black
Asus H97-PRO GAMER,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-H170M-D3H,,LGA1151,Micro ATX,64,4,Black / Gold
MSI B350 GAMING PRO CARBON,,AM4,ATX,64,4,Black
MSI X299 TOMAHAWK ARCTIC,,LGA2066,ATX,256,8,White / Gray
ASRock Z370 Taichi,,LGA1151,ATX,64,4,Black / Silver
ASRock H310M-HDV,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte H310M S2P,,LGA1151,Micro ATX,32,2,Silver / Brown
MSI B360M GAMING PLUS,,LGA1151,Micro ATX,32,2,Black / Red
Asus TUF B360M-E GAMING,,LGA1151,Micro ATX,32,2,Orange / Black
Asus TUF B360-Plus Gaming,,LGA1151,ATX,64,4,Black / Gold
MSI H110M PRO-VH,,LGA1151,Micro ATX,32,2,Brown / Silver
ASRock Fatal1ty Z370 Gaming K6,,LGA1151,ATX,64,4,Black / Silver
Supermicro X10SLL-F,320.11,LGA1150,Micro ATX,32,4,Black / Green
Intel DH61WWB3,,LGA1155,Micro ATX,8,2,Green / Blue
Asus P9X79 PRO,,LGA2011,ATX,64,8,Black / Blue
Asus Rampage IV Gene,,LGA2011,Micro ATX,32,4,Black / Red
Asus P8B75-M LX PLUS,,LGA1155,Micro ATX,16,2,Black / Blue
MSI Z170I GAMING PRO AC,,LGA1151,Mini ITX,32,2,Black / Red
MSI Z270I GAMING PRO CARBON AC,,LGA1151,Mini ITX,32,2,Black / Silver
ASRock B460 Phantom Gaming 4,,LGA1200,ATX,128,4,Black
ASRock B760M-HDVP,,LGA1700,Micro ATX,96,2,Black / Silver
Asus ROG STRIX B460-I GAMING,,LGA1200,Mini ITX,64,2,Black / Silver
ASRock Z490 Phantom Gaming 4,,LGA1200,ATX,128,4,Black / Gray
MSI 970A-G46,,AM3+,ATX,32,4,Black / Blue
Asus P8Z77-V,,LGA1155,ATX,32,4,Black / Blue
ASRock 990FX Extreme9,,AM3+,ATX,64,4,Black / Gold
Asus B85M-E/CSM,,LGA1150,Micro ATX,32,4,Black / Gold
Asus Maximus VI Impact,,LGA1150,Mini ITX,16,2,Black / Red
ASRock H81 Pro BTC,,LGA1150,ATX,16,2,Black / Silver
ASRock Z97 Pro4,,LGA1150,ATX,32,4,Black / Blue
Asus B150 PRO GAMING D3,,LGA1151,ATX,64,4,Black / Red
Asus H110M-C D3,,LGA1151,Micro ATX,32,2,Black / Gold
ASRock Fatal1ty Z270 Gaming K6,,LGA1151,ATX,64,4,Black / Red
Asus PRIME A320M-C R2.0,,AM4,Micro ATX,32,2,Black / Gold
Gigabyte GA-AX370-Gaming 3,,AM4,ATX,64,4,Brown / Red
ASRock B360 Pro4,,LGA1151,ATX,64,4,Black / Silver
