name,price,socket,form_factor,max_memory,memory_slots,color
Gigabyte GA-Q87M-D2H,,LGA1150,Micro ATX,32,4,Black / Gray
ASRock EP2C602,,2 x LGA2011,SSI EEB,64,8,Green / Blue
EVGA 150-SE-E789-KR,,LGA2011,EATX,64,8,Black / Red
Foxconn H87MX-D,,LGA1150,Micro ATX,16,2,
Gigabyte GA-F2A88X-UP4,,FM2+,ATX,64,4,Black / Red
Gigabyte GA-H81.Amp-UP,,LGA1150,ATX,16,2,Black
Jetway JNF9J-Q87,,LGA1150,Mini ITX,16,2,
MSI H81M-P33 V2,,LGA1150,Micro ATX,16,2,Black / Blue
ASRock E3C224D2I,,LGA1150,Mini ITX,16,2,Blue / White
ASRock E3C226D2I,,LGA1150,Mini ITX,16,2,Green
Gigabyte GA-EP43-S3L,,LGA775,ATX,16,4,
MSI A88X-G43,,FM2+,ATX,64,4,Black / Blue
ASRock C2550D4I,,Integrated Atom C2550,Mini ITX,64,4,White / Blue
MSI CSM-H87M-G43,,LGA1150,Micro ATX,32,4,Black / Blue
ASRock C2750D4I,,Integrated Atom C2750,Mini ITX,64,4,White / Blue
Gigabyte GA-H81M-HD2,,LGA1150,Micro ATX,16,2,Black / Silver
Gigabyte GA-F2A78M-D3H,,FM2+,Micro ATX,64,4,Black / Gray
Gigabyte GA-H81-D3,,LGA1150,ATX,16,2,Black / Silver
ECS A75F2-M,,FM2,Micro ATX,32,4,Black / White
ASRock Z97M OC Formula,,LGA1150,Micro ATX,32,4,Black / Yellow
Asus H97M-E/CSM,,LGA1150,Micro ATX,32,4,Black / Gold
EVGA Z97 Classified,,LGA1150,EATX,32,4,Black
EVGA 111-HR-E972-KR,,LGA1150,Mini ITX,16,2,Brown / Black
Gigabyte GA-Z97M-DS3H,,LGA1150,Micro ATX,32,4,Black / Gray
ASRock H81TM-ITX R2.0,,LGA1150,Thin Mini ITX,16,2,Black
EVGA Classified,,LGA2011-3,EATX,128,8,Black / Red
Gigabyte GA-X99-SOC FORCE,,LGA2011-3,EATX,64,8,Black / Orange
ECS Z97-PK (V1.0),,LGA1150,Micro ATX,32,4,White / Gray
ASRock X99 Extreme6/ac,,LGA2011-3,ATX,128,8,Black / Blue
ASRock B85M-DGS,,LGA1150,Micro ATX,16,2,Black
MSI Z97I GAMING ACK,,LGA1150,Mini ITX,16,2,Black / Red
Asus SABERTOOTH Z97 MARK 1/USB 3.1,,LGA1150,ATX,32,4,Brown / Black
MSI X99A XPOWER AC,,LGA2011-3,EATX,128,8,Black / Yellow
MSI Z97A SLI KRAIT EDITION,,LGA1150,ATX,32,4,Black / White
Asus P9D-I,,LGA1150,Mini ITX,16,2,Black / Blue
EVGA Z170 Classified,,LGA1151,EATX,64,4,Black / Silver
ASRock E3C224D4M-16RE,,LGA1150,ATX,32,4,Green / Blue
ASRock Z170 OC Formula,,LGA1151,ATX,64,4,Black / Gold
ASRock H170 Pro4,,LGA1151,ATX,64,4,Black / Orange
ASRock H170M Pro4S,,LGA1151,Micro ATX,64,4,Black / Orange
ASRock H170M-ITX/DL,,LGA1151,Mini ITX,32,2,Black / Red
Gigabyte GA-Z170X-SOC FORCE,,LGA1151,EATX,64,4,Black / Orange
Asus H170M-PLUS/CSM,,LGA1151,Micro ATX,64,4,Black / Gold
ECS Z170-CLAYMORE,,LGA1151,ATX,64,4,Black
Gigabyte GA-MA790X-UD4P,,AM3/AM2+/AM2,ATX,16,4,Multicolor
Asus B150M-C/CSM,,LGA1151,Micro ATX,64,4,Black / Gold
Asus H110M-E D3,,LGA1151,Micro ATX,32,2,Black / Gold
MSI CSM-H170M-A Pro,,LGA1151,Micro ATX,64,4,Black / White
Asus MAXIMUS VIII EXTREME/ASSEMBLY,,LGA1151,EATX,64,4,Black / Red
Gigabyte GA-Z170X-Gaming 5-EU,,LGA1151,ATX,64,4,Black / Red
Asus P10S-E/4L,,LGA1151,ATX,64,4,Black / Blue
ASRock B150M Pro4V,,LGA1151,Micro ATX,64,4,Black / Orange
ECS H110I-C4P,,LGA1151,Mini ITX,32,2,Brown / Black
Supermicro X10SLH-F,,LGA1150,Micro ATX,32,4,Green
Biostar Z270GT9,,LGA1151,ATX,64,4,Black / White
Biostar Z270GT4,,LGA1151,Micro ATX,64,4,Black / White
ASRock X299 Killer SLI/ac,,LGA2066,ATX,128,8,Black / Silver
Supermicro C7H170-M,,LGA1151,Micro ATX,64,4,Black / Red
ASRock X299 Extreme4,,LGA2066,ATX,128,8,
Biostar Z370GT6,,LGA1151,ATX,64,4,Yellow / Black
ASRock X299M Extreme4,,LGA2066,Micro ATX,64,4,Black / Silver
MSI H310M PRO-VHL,,LGA1151,Micro ATX,32,2,Brown / Black
ASRock H310M-HDVP,,LGA1151,Micro ATX,32,2,Black / Silver
MSI X299M-A PRO,,LGA2066,Micro ATX,64,4,Black / Silver
Biostar X470GT8,,AM4,ATX,64,4,Black / Silver
Gigabyte X299 AORUS Gaming 7 Pro,,LGA2066,ATX,128,8,Black
Gigabyte X299 AORUS Gaming,,LGA2066,ATX,64,4,Black / Silver
ASRock Q370M VPRO,,LGA1151,Micro ATX,64,4,Black
Supermicro C9Z390-CGW,,LGA1151,ATX,128,4,Black / Silver
Gigabyte X299 AORUS MASTER,,LGA2066,EATX,128,8,Black / Silver
Supermicro X11SCL-IF,,LGA1151,Mini ITX,64,2,Green / Silver
Biostar X570GT8,,AM4,ATX,128,4,Black
Asus X299 Edition 30,,LGA2066,ATX,256,8,Silver / Black
ASRock H410M-HDVP,,LGA1200,Micro ATX,64,2,Black / Silver
EVGA Z490 FTW WIFI,,LGA1200,ATX,128,4,Black
Asus Pro Q470M-C/CSM,,LGA1200,Micro ATX,128,4,Green
Supermicro C9X299-RPGF,,LGA2066,ATX,256,8,Black
ASRock Z490D4U-2L2T,,LGA1200,Micro ATX,128,4,Green / Blue
Asus PRIME A520M-E/CSM,,AM4,Micro ATX,64,2,Black
MSI X299 PRO 10G,,LGA2066,ATX,256,8,Black
MSI X299-A PRO,,LGA2066,ATX,256,8,Black
Biostar B560GTQ,,LGA1200,Micro ATX,128,4,Blue / Black
Biostar H610MX-E,,LGA1700,Micro ATX,64,2,Gray / Black
Biostar B660M-SILVER,,LGA1700,Micro ATX,128,4,Silver / Black
Asus PRIME B650M-A WIFI-CSM,,AM5,Micro ATX,128,4,Silver / Black
Asus PRIME H410M-F,,LGA1200,Micro ATX,64,2,Black / Silver
Asus PRIME H610M-F D4-CSM,,LGA1700,Micro ATX,64,2,Black / Silver
Asus PRO H610M-C D4-CSM,,LGA1700,Micro ATX,64,2,Green / Black
Asus EX-B660M-V5-PRO-D4,,LGA1700,Micro ATX,64,2,Red / Black
MSI Z590M PRO,,LGA1200,Micro ATX,128,4,Black / Silver
Biostar B45M2,,AM4,Micro ATX,32,2,Black / Silver
Biostar H510MX/E 2.0,,LGA1200,Micro ATX,64,2,Black
Biostar B560MHP 2.0,,LGA1200,Micro ATX,64,2,Black
Asus PRIME B760M-A-CSM,,LGA1700,Micro ATX,128,4,Silver / Black
Biostar B650MXC PRO,,AM5,Micro ATX,128,4,Black / Silver
Asus PRIME B760M-K-CSM,,LGA1700,Micro ATX,96,2,Silver / Black
Gigabyte A620M S2H (rev. 1.0),,AM5,Micro ATX,96,2,Black
ASRock H610M-HDVP/D5 R2.0,,LGA1700,Micro ATX,96,2,Black
Asus PRIME H770-PLUS-CSM,,LGA1700,ATX,192,4,Silver / Black
Biostar X370GT3,,AM4,Micro ATX,64,4,Black / White
Gigabyte GA-H55M-USB3,,LGA1156,Micro ATX,16,4,Blue / White
Gigabyte GA-H55N-USB3,,LGA1156,Mini ITX,8,2,Blue / White
Intel DH57JG,,LGA1156,Mini ITX,8,2,Blue
Asus P7H57D-V EVO,,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-H57M-USB3,,LGA1156,Micro ATX,16,4,Blue / White
EVGA P55V,,LGA1156,Micro ATX,16,4,Black / Gray
Intel DP55KG,,LGA1156,ATX,16,4,Black / Blue
Gigabyte GA-P55A-UD6,,LGA1156,ATX,16,6,Blue / White
Asus M4N75TD,,AM3,ATX,16,4,Black / Blue
Zotac GF6100-B-E,,AM3/AM2+,Micro ATX,4,2,Black / Red
MSI 740GM-P25,,AM3,Micro ATX,8,2,Black / Blue
Gigabyte GA-880GM-UD2H,,AM3,Micro ATX,16,4,Blue / White
ASRock A790GMH/128M,,AM3/AM2+/AM2,Micro ATX,16,4,
Gigabyte GA-880GA-UD3H,,AM3,ATX,16,4,Blue / White
MSI 890FXA-GD70,,AM3,ATX,16,4,Black / Blue
ASRock 890GX Extreme3,,AM3,ATX,16,4,Black / Blue
Intel DG45FC,,LGA775,Mini ITX,4,2,Blue / Silver
EVGA 170-BL-E762-A1,,LGA1366,XL ATX,24,6,Black / Red
EVGA 141-BL-E760-A1,,LGA1366,EATX,24,6,Black / Red
Intel DG41KR,,LGA775,Micro ATX,8,2,Green / White
Asus P5G41C-M,,LGA775,Micro ATX,8,4,Black / Blue
Zotac H55ITX-A-E,,LGA1156,Mini ITX,8,2,Black / Yellow
Zotac GF9300-I-E,,LGA775,Mini ITX,8,2,Black / Red
Zotac GF9300-A-E,,LGA775,Micro ATX,16,4,Black / Red
EVGA 132-GT-E768-TR,,LGA1366,ATX,24,6,Black / Gray
MSI NF980-G65,,AM3,ATX,16,4,Black / Blue
Biostar A770E3,,AM3,ATX,16,4,Multicolor
MSI 790GX-G65,,AM3,ATX,16,4,Multicolor
MSI 790FX-GD70,,AM3,ATX,16,4,Black / Blue
MSI 880GM-E41,,AM3,Micro ATX,16,4,Black / Blue
MSI 870A Fuzion,,AM3,ATX,16,4,Black / Blue
ASRock A785GM-LE/128M,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor
ECS A750GM-M (V7.0),,AM3,Micro ATX,8,2,
MSI 870-G45,,AM3,ATX,16,4,Black / Blue
ASRock K10N78D,,AM2+/AM2,ATX,16,4,
MSI H55M-E23,,LGA1156,Micro ATX,8,2,Black / Blue
ECS G41T-R3(V1.0A),,LGA775,Micro ATX,8,2,
ECS H57H-M (V1.0A),,LGA1156,Micro ATX,16,4,Black / Red
Biostar TA785GE 128M,,AM3/AM2+/AM2,Micro ATX,16,4,
Intel DG41CN,,LGA775,Micro ATX,8,2,Multicolor
Biostar G41D3,,LGA775,Micro ATX,8,2,Black / Red
Zotac H55ITX-C-E,,LGA1156,Mini ITX,8,2,Black / Yellow
ECS IC780M-A2 (V1.0A),,AM3,ATX,16,4,
Gigabyte GA-P67A-UD4,,LGA1155,ATX,16,4,Black
Asus P8H67-M EVO,,LGA1155,Micro ATX,32,4,Black / Blue
Asus P8P67-M,,LGA1155,Micro ATX,32,4,Black / Blue
MSI P67A-GD65,,LGA1155,ATX,32,4,Black / Blue
Asus P8H67-M PRO/CSM,,LGA1155,Micro ATX,32,4,Black / Blue
MSI H67MA-E45,,LGA1155,Micro ATX,32,4,Black / Blue
ECS H67H2-I,,LGA1155,Mini ITX,8,2,
Intel DX58OG,,LGA1366,ATX,24,6,Black / Blue
Gigabyte GA-M68MT-S2P,,AM3,Micro ATX,8,2,Blue / White
Gigabyte G1.Guerrilla,,LGA1366,EATX,24,6,
Gigabyte GA-H67A-UD3H-B3,,LGA1155,ATX,32,4,Blue / White
Gigabyte GA-P67A-UD3-B3,,LGA1155,ATX,32,4,Blue / White
ASRock H67M-ITX,,LGA1155,Mini ITX,16,2,Black / Blue
Asus P8H67-I DELUXE (REV 3.0),,LGA1155,Mini ITX,16,2,
Supermicro MBD-C7P67-O,,LGA1155,ATX,32,4,Green / Black
MSI 870S-G46,,AM3,ATX,32,4,Black / Blue
Gigabyte GA-H61M-USB3-B3,,LGA1155,Micro ATX,16,2,Blue / White
Zotac H67ITX-C-E,,LGA1155,Mini ITX,16,2,Black / Yellow
Biostar H61ML,,LGA1155,Micro ATX,8,2,Black / Red
Biostar A870U3,,AM3,ATX,16,4,Black / Red
MSI PH67S-C43 (B3),,LGA1155,ATX,32,4,
Intel DH67GDB3,,LGA1155,Micro ATX,32,4,Black / Blue
Gigabyte GA-X58A-OC,,LGA1366,ATX,24,6,Black / Orange
Gigabyte GA-Z68X-UD4-B3,,LGA1155,ATX,32,4,Black
ASRock Z68 Pro3,,LGA1155,ATX,32,4,Black / Blue
ASRock Z68 Extreme4,,LGA1155,ATX,32,4,Black / Blue
Asus E35M1-I,,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue
ASRock Fatal1ty P67 Performance,,LGA1155,ATX,32,4,Black / Red
Biostar TForce 590 SLI Deluxe,,AM2,ATX,4,4,
MSI H67MS-E23 (B3),,LGA1155,Micro ATX,16,2,Black / Blue
Biostar G31-M7G DVI,,LGA775,Micro ATX,4,2,
Asus P6X58-E PRO,,LGA1366,ATX,48,6,Black / Blue
Gigabyte GA-Z68XP-UD3P,,LGA1155,ATX,32,4,Black / Silver
Intel DP67BGB3,,LGA1155,ATX,32,4,Black / Blue
ASRock H61M-GE,,LGA1155,Micro ATX,16,4,Black / Blue
Biostar TH61 ITX,,LGA1155,Mini ITX,16,2,Black / Red
ASRock P67 Transformer (B3),,LGA1156,ATX,16,4,
MSI Z68A-GD55 (B3),,LGA1155,ATX,32,4,Black / Blue
EVGA 160-SB-E679-K2,,LGA1155,EATX,16,4,Black / Red
MSI PH61A-P35 (B3),,LGA1155,ATX,16,2,Black / Blue
MSI A75A-G35,,FM1,ATX,16,2,Black / Blue
EVGA 120-SB-E672-KR,,LGA1155,Micro ATX,16,4,Black / Gray
Asus Crosshair V Formula/Thunderbolt,,AM3+,ATX,32,4,Black / Red
Biostar TA785G3HD,,AM3,Micro ATX,16,4,
ASRock Z68 Extreme7 Gen3,,LGA1155,ATX,32,4,Black / Silver
ASRock Z68M-ITX/HT,,LGA1155,Mini ITX,16,2,Black / Blue
EVGA 160-SB-E689-K2,,LGA1155,EATX,16,4,Black / Red
Biostar A55MH,,FM1,Micro ATX,16,2,Black / Red
Jetway JTA75MG,,FM1,Micro ATX,8,2,Black / Red
Biostar H61MLB,,LGA1155,Micro ATX,16,2,Black / Red
Biostar H61MLC,,LGA1155,Micro ATX,16,2,Black / Red
Biostar TA990FXE,,AM3+,ATX,16,4,Black / Red
ECS A990FXM-A V1.0 CFX/CLI,,AM3+,ATX,128,4,
Intel DG41RQ,,LGA775,Micro ATX,8,2,Green / Silver
Intel DG41TY,,LGA775,Micro ATX,8,2,Green / Silver
MSI X79A-GD65(8D) Frio Adv,,LGA2011,ATX,128,8,
Gigabyte G1.ASSASSIN2,,LGA2011,EATX,32,4,Black / Green
ASRock H61M-GS,,LGA1155,Micro ATX,16,2,Black / Blue
MSI H61M-P25 (B3),,LGA1155,Micro ATX,16,2,Black / Blue
Jetway JNF9A-Q67,,LGA1155,Mini ITX,16,2,Green / Black
Jetway JTI61M5,,LGA1155,Micro ATX,8,2,Black / Red
Biostar TPOWER X79,,LGA2011,ATX,32,4,Black / Red
ASRock 770iCafe,,AM3+/AM3,ATX,16,4,Black / Blue
Biostar TA970XE,,AM3+,ATX,32,4,Black / Red
Biostar TZ77XE4,,LGA1155,ATX,32,4,Black / Orange
Biostar B75MU3+,,LGA1155,Micro ATX,32,4,Black / Red
Biostar A960G+,,AM3+,Micro ATX,16,2,Black / Red
Gigabyte G1.Sniper 3,,LGA1155,EATX,32,4,Black / Green
MSI Z77A-GD80,,LGA1155,ATX,32,4,Black / Blue
ECS H77H2-M3(1.0),,LGA1155,Micro ATX,16,2,Black / Gray
ECS H77H2-M,,LGA1155,Micro ATX,32,4,Black / Gray
ECS H61H-G11,,LGA1155,Thin Mini ITX,16,2,Green / Black
Biostar A75MG,,FM1,Micro ATX,16,2,Black / Red
ECS A780LM-M2,,AM3,Micro ATX,8,2,Multicolor
ASRock B75M-GL,,LGA1155,Micro ATX,16,2,Brown / Black
EVGA Z77 FTW,,LGA1155,EATX,32,4,Black / Red
Asus E45M1-M PRO,,Integrated E-Series E-450,Micro ATX,8,2,Black / Blue
Foxconn B75M,,LGA1155,Micro ATX,32,4,Black
ASRock FM2A55M-DGS,,FM2,Micro ATX,16,2,Brown / Black
Biostar Hi-Fi A85S3,,FM2,Micro ATX,32,2,Black
Asus F2A85-V,,FM2,ATX,64,4,Black / Blue
MSI FM2-A85XMA-E35,,FM2,Micro ATX,32,2,Black / Blue
ASRock B75M-GL R2.0,,LGA1155,Micro ATX,16,2,Brown / Black
Foxconn H77MXV-D,,LGA1155,Micro ATX,16,2,Blue
Gigabyte G1.SNIPER 5,,LGA1150,EATX,32,4,Black / Green
ASRock Z87M Extreme4,,LGA1150,Micro ATX,32,4,Brown / Black
MSI Z87 MPOWER Max,,LGA1150,ATX,32,4,Black / Yellow
MSI H87M-G43,,LGA1150,Micro ATX,32,4,Black / Blue
ECS H87H3-M(1.0),,LGA1150,Micro ATX,32,4,Black / Gray
ECS B85H3-M3(1.0),,LGA1150,Micro ATX,16,2,Black / Gray
ASRock Z87 OC Formula/ac,,LGA1150,EATX,32,4,Black / Yellow
ECS Z87H3-A2X GOLDEN,,LGA1150,ATX,32,4,Black / Gold
Supermicro C7Z87-OCE,,LGA1150,ATX,32,4,Black / Blue
Asus Z87I-Pro Mini-ITX,,LGA1150,Mini ITX,16,2,Black / Gold
MSI FM2-A75MA-P33,,FM2,Micro ATX,16,2,Black / Blue
ASRock C226WS,,LGA1150,ATX,32,4,Brown / Black
ASRock E3C224,,LGA1150,ATX,32,4,Green / Blue
MSI Z87-G55,,LGA1150,ATX,32,4,Black / Blue
MSI Z87 MPOWER SP,,LGA1150,ATX,32,4,Black / Yellow
EVGA Z87 Stinger,,LGA1150,Mini ITX,16,2,Black / Red
ASRock FM2A88X Extreme6+,,FM2+,ATX,64,4,Brown / Black
ASRock B85M Pro4/ASM,,LGA1150,Micro ATX,32,4,
MSI 760GM-P34 (FX) BOM,,AM3+,Micro ATX,16,2,
MSI H81M-E33 V2,,LGA1150,Micro ATX,16,2,Black / Blue
MSI A88XM-E35,,FM2+,Micro ATX,32,2,Black / Blue
Biostar A58MD Ver. 6.x,,FM2+,Micro ATX,32,2,Black / Red
MSI H87M-E35,,LGA1150,Micro ATX,16,2,Black / Blue
MSI A55M-E33,,FM2+,Micro ATX,32,2,Black / Blue
ECS B75H2-M4(V1.0),,LGA1155,Micro ATX,16,2,Black / White
ECS H87H3-TI (V1.0),,LGA1150,Thin Mini ITX,16,2,Black
Gigabyte GA-Z87X-HD3,,LGA1150,ATX,32,4,Black / Gray
Gigabyte GA-970A-DS3P BOM,,AM3+,ATX,32,4,Black / Gray
Asus Z87-A (NFC Express Edition),,LGA1150,ATX,32,4,Black / Gold
MSI CSM-B85M-E45,,LGA1150,Micro ATX,32,4,Black / Blue
Asus H81T/CSM,,LGA1150,Thin Mini ITX,16,2,Black / Gold
ASRock Fatal1ty Z87 Professional,,LGA1150,ATX,32,4,Black / Red
MSI H81M-E35,,LGA1150,Micro ATX,16,2,Black / Blue
Foxconn H81MXV,,LGA1150,Micro ATX,16,2,Black / Blue
ASRock FM2A55M-VG3+,,FM2+,Micro ATX,32,2,Brown / Black
Biostar Hi-Fi H81S2,,LGA1150,ATX,16,2,Black / Silver
MSI A88XI AC,,FM2+,Mini ITX,32,2,Black / Silver
Asus F2A85-M2,,FM2,Micro ATX,64,4,Black / Blue
MSI Z97 MPOWER,,LGA1150,ATX,32,4,Black / Yellow
Asus Z97-DELUXE(NFC&WLC),,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-AM1M-S2P,,AM1,Micro ATX,32,2,Black
ECS H81H3-A3,,LGA1150,ATX,16,2,Black / Gray
ECS B85H3-M7,,LGA1150,Micro ATX,16,2,Black / Gray
MSI Z97 XPOWER AC,,LGA1150,EATX,32,4,Black / Yellow
MSI Z97I AC,,LGA1150,Mini ITX,16,2,Black / Silver
ASRock AM1B-MDH,,AM1,Micro ATX,16,2,Black / Silver
ASRock H97M,,LGA1150,Micro ATX,16,2,Black / Blue
MSI A58M-E35,,FM2+,Micro ATX,32,2,Black / Blue
EVGA X99 FTW,,LGA2011-3,EATX,128,8,Black / Red
MSI B85M Eco,,LGA1150,Micro ATX,32,4,Black / Green
ECS A58F2P-M4(1.0),,FM2+,Micro ATX,32,2,Black / Gray
Gigabyte GA-Z87X-SLI,,LGA1150,ATX,32,4,Black / Gold
Asus SABERTOOTH Z97 MARK1,,LGA1150,ATX,32,4,Brown / Black
ASRock FM2A88M-HD+_R2.0,,FM2+,Micro ATX,32,2,Black / Silver
Gigabyte GA-X99-Gaming 7 WIFI,,LGA2011-3,EATX,64,8,Black / Red
Supermicro C7X99-OCE-F,,LGA2011-3,ATX,128,8,Black / Blue
Gigabyte GA-X99-Gaming 5P,,LGA2011-3,EATX,128,8,Black / Red
ASRock QC5000-ITX/PH,,Integrated A4-5000,Mini ITX,32,2,Black
ASRock EP2C612D16SM,,2 x LGA2011-3 Narrow,SSI EEB,1024,16,Green / Blue
ASRock Z97X Killer/3.1,,LGA1150,ATX,32,4,Black / Red
ASRock Z97 Extreme4/3.1,,LGA1150,ATX,32,4,Black / Blue
MSI A78M-E35 V2,,FM2+,Micro ATX,32,2,Black
ASRock X99 Extreme6/3.1,,LGA2011-3,ATX,128,8,Black / Blue
ASRock Fatal1ty X99X Killer/3.1,,LGA2011-3,ATX,128,8,Black / Red
ASRock Fatal1ty X99 Professional/3.1,,LGA2011-3,EATX,128,8,Black / Red
Gigabyte GA-B85M-HD3-A,,LGA1150,Micro ATX,16,2,Black
ASRock N3700-ITX,,Integrated Pentium N3700,Mini ITX,16,2,Black
Gigabyte GA-B150M-D3H-GSM,,LGA1151,Micro ATX,64,4,Black / Silver
ASRock B150M Pro4/D3,,LGA1151,Micro ATX,64,4,Black / Orange
ASRock B150M Pro4S/D3,,LGA1151,Micro ATX,64,4,Black / Orange
Asus B150M-C D3,,LGA1151,Micro ATX,64,4,Black / Gold
Gigabyte GA-H170-HD3 DDR3,,LGA1151,ATX,64,4,Black / Gold
ASRock Z170 Extreme3,,LGA1151,ATX,64,4,Black / Orange
Supermicro MBD-X11SBA-LN4F-O,,Integrated Pentium N3700,Mini ITX,8,2,Green
Gigabyte MW31-SP0,,LGA1151,ATX,64,4,Black / Blue
Gigabyte MW21-SE0,,LGA1151,Micro ATX,64,4,Black / Blue
Asus B150-PRO D3,,LGA1151,ATX,64,4,Black / Gold
EVGA 141-BL-E757-TR,,LGA1366,ATX,24,6,Black / Red
Asus H110M-D D3,,LGA1151,Micro ATX,32,2,Black / Silver
ASRock A68M-ITX,,FM2+,Mini ITX,32,2,Black / Orange
Asus A88X-PLUS/USB 3.1,,FM2+,ATX,64,4,Black / Gold
Asus H170-PRO/USB 3.1,,LGA1151,ATX,64,4,Black / Gold
MSI E3 KRAIT GAMING V5,,LGA1151,ATX,64,4,Black / White
Biostar RACING Z170GTN,,LGA1151,Mini ITX,32,2,Black
Gigabyte GA-X170-WS ECC (rev. 1.0),,LGA1151,ATX,64,4,Blue
Biostar B250GT5,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-Z270X-UD5,,LGA1151,ATX,64,4,Black / Silver
ASRock B150M-DVS R2.0,,LGA1151,Micro ATX,32,2,Black / Orange
ASRock Z170 Pro4/D3,,LGA1151,ATX,64,4,Black / Orange
Asus PRIME B250M-J,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte GA-Z270X-Gaming SOC,,LGA1151,ATX,64,4,Black / Orange
MSI A68HM GAMING,,FM2+,Micro ATX,32,2,Black / Red
MSI Z270 MPOWER GAMING TITANIUM,,LGA1151,ATX,64,4,Silver
Gigabyte GA-B250M-EVO (rev. 1.0),,LGA1151,Micro ATX,32,2,Black
ASRock X299 Taichi XE,,LGA2066,ATX,128,8,Black / Silver
Supermicro C7Z270-CG-L,,LGA1151,ATX,64,4,Black / Red
ASRock Fatal1ty X299 Professional Gaming i9 XE,,LGA2066,ATX,128,8,Black / Gray
Gigabyte B360 HD3P,,LGA1151,ATX,64,4,Silver / Black
Gigabyte B360M D3V,,LGA1151,Micro ATX,32,2,Silver / Black
Gigabyte B360M D3P,,LGA1151,Micro ATX,64,4,Silver / Black
Gigabyte H310M HD2,,LGA1151,Micro ATX,32,2,Silver / Black
Biostar B360GT5S,,LGA1151,ATX,64,4,Black
Biostar B360GT3S,,LGA1151,Micro ATX,64,4,Black
Biostar B360MHD PRO,,LGA1151,Micro ATX,32,2,Black
Supermicro C9Z390-CG,,LGA1151,ATX,128,4,Black
MSI 785GM-P45,,AM3,Micro ATX,16,4,Black / Blue
Gigabyte X299-WU8,,LGA2066,SSI CEB,128,8,Black / Silver
Gigabyte H370M D3H GSM,,LGA1151,Micro ATX,64,4,Black / Silver
Biostar X470GTQ,,AM4,Micro ATX,64,4,Black / Silver
ASRock H410M-HDVP2,,LGA1200,Micro ATX,64,2,Black / Silver
Biostar Racing Z490T-Silver,,LGA1200,Mini ITX,64,2,Black / Silver
MSI H410M PRO-C,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock B560M-HDV-A,,LGA1200,Micro ATX,64,2,Silver / Black
Gigabyte H410M DS2V V2,,LGA1200,Micro ATX,64,2,Black / Silver
Asus PRIME H510M-A WIFI/CSM,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock H610M-HDVP/D5,,LGA1700,Micro ATX,64,2,Black / Silver
Biostar Z690A-SILVER,,LGA1700,ATX,128,4,Silver / Black
Gigabyte H610M HD3P (rev. 1.0),,LGA1700,Micro ATX,64,2,Brown / Black
Gigabyte B760M AORUS PRO,,LGA1700,Micro ATX,128,4,Black / Silver
Biostar B560MHP,,LGA1200,Micro ATX,64,2,Black
Biostar A620MP-E PRO,,AM5,Micro ATX,128,4,Black / Silver
Biostar H610MH D5,,LGA1700,Micro ATX,64,2,Black / Silver
Biostar B760MXC PRO,,LGA1700,Micro ATX,128,4,Black / Silver
Gigabyte H510M S2 V2,,LGA1200,Micro ATX,64,2,Brown / Gray
Asus EX-B760M-V5-CSM,,LGA1700,Micro ATX,96,2,Red / Black
Asus PRIME A620M-E,,AM5,Micro ATX,96,2,Black / Silver
Asus Pro A620M-C-CSM,,AM5,Micro ATX,96,2,Green / Black
Asus PRIME H510M-E R2.0-CSM,,LGA1200,Micro ATX,64,2,Silver / Black
Asus PRIME H510M-A R2.0,,LGA1200,Micro ATX,64,2,Silver / Black
Gigabyte H410M K,,LGA1200,Micro ATX,64,2,Brown / Gray
Gigabyte B760M E,,LGA1700,Micro ATX,96,2,Black / Gray
Asus PRIME B760M-A D4-CSM,,LGA1700,Micro ATX,128,4,Silver / Black
Supermicro MBD-X11SSL-O,,LGA1151,Micro ATX,64,4,Black / Green
Biostar B560MH-E 2.0,,LGA1200,Micro ATX,64,2,Brown / Black
Gigabyte GA-H55-USB3,,LGA1156,ATX,16,4,Blue / White
EVGA 132-LF-E655-KR,,LGA1156,ATX,16,4,Black
EVGA 141-LF-E658-KR,,LGA1156,EATX,16,4,Black / Red
Asus P7P55D Deluxe,,LGA1156,ATX,16,4,Black / Blue
Asus P7P55D-E Deluxe,,LGA1156,ATX,16,4,
Intel DP55SB,,LGA1156,Micro ATX,16,4,Black / Blue
Zotac GF6100-E-E,,AM3/AM2+/AM2,Mini ITX,4,2,Blue / Red
Asus M4N98TD EVO,,AM3,ATX,16,4,Black / Blue
Foxconn A74ML-K,,AM3,Micro ATX,8,2,Blue / White
Gigabyte GA-MA74GM-S2,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White
Gigabyte GA-MA78LM-S2H,,AM3/AM2+/AM2,Micro ATX,8,2,Blue / White
Gigabyte GA-770TA-UD3,,AM3,ATX,16,4,Blue / White
MSI 770T-C45,,AM3/AM2+/AM2,ATX,8,4,
Asus M4A785T-M/CSM,,AM3,Micro ATX,16,4,Black / Blue
