name,price,rpm,noise_level,color,size
Thermalright HR-02 Rev.A(BW),,"[900, 1300]","[17, 21]",,
Thermalright Macho Rev.A.,,"[900, 1300]","[17, 21]",,
Enermax ETS-N30-TAA,,"[800, 2800]","[16, 27]",,
Thermalright Venomous X RT Rev.SB-E,,"[700, 1500]","[17, 28.5]",,
Zalman FX70,,,0,,
LEPA LPALV12-BK,,2200,23,,
Swiftech H220-X,,"[800, 1800]","[16, 33]",,240.0
Deepcool FROSTWIN V2.0,,1600,"[17.8, 21]",,
Deepcool CAPTAIN 240,,"[600, 2200]","[17.6, 39.29]",,240.0
Fractal Design Kelvin S36,,"[800, 1700]",26.9,,360.0
Evercool HPS-810CP,,"[1500, 4000]","[16.2, 37.5]",,
Xigmatek Apache II,,"[1200, 2500]",28,,
ID-COOLING IS-VC45,,"[600, 2500]","[14, 33]",,
Thermalright Macho Rev.A(BW),,"[300, 1300]","[15, 21]",,
Scythe SCNJ-4000,,"[300, 1500]","[4, 29.5]",,
Thermalright Macho X2 Limited Edition,,800,15,,
ID-COOLING FROSTFLOW 240L-R,,"[800, 2000]","[20, 38.2]",,240.0
Thermalright Archon IB-E X2,,"[900, 1300]","[17, 21]",,
be quiet! Silent Loop 120,,2000,"[16.1, 36.9]",,120.0
be quiet! Silent Loop 280,,1600,"[16.1, 37.3]",,280.0
Deepcool ICE BLADE PRO V2.0,,"[900, 1500]","[17.8, 30]",,
Deepcool Maelstrom 240T,,"[600, 1800]","[17.8, 34.1]",,240.0
Deepcool NEPTWIN,,"[900, 1500]","[17.8, 30]",,
Alpenföhn Brocken 2 PCGH,,700,18.5,,
Alpenföhn Olymp,,"[300, 1400]","[8, 26.8]",,
Alpenföhn Matterhorn Rev. C – Black Edition,,"[500, 1500]",18.2,,
Cooler Master Seidon 240P,,"[800, 2400]","[12, 35]",,240.0
ARCTIC Freezer 33 PENTA,,"[120, 1350]",22.5,,
Deepcool CAPTAIN 240EX RGB WH,,"[500, 1800]","[17.6, 31.3]",White / Black,240.0
ID-COOLING FROSTFLOW+ 120 SNOW,,"[700, 1500]","[18, 26.4]",White,120.0
RAIJINTEK JUNO-X,,"[1200, 2500]",26,Green / Black,
Deepcool MAELSTROM 240 RGB,,"[500, 1800]","[17.8, 30]",Black,240.0
Antec Mercury 240,,"[900, 1800]",30,Black / White,240.0
Enermax Liqtech TR4 II 280,,"[500, 1500]","[14, 25]",Black,280.0
Thermalright MACHO Rev.C,,"[600, 1500]","[19, 23]",Silver / Black,
Rosewill PB120-RGB,,"[800, 1800]",27.8,Black,120.0
Silverstone Tundra SST-TD02-LITE-V2,,"[1500, 2500]","[18, 35]",Black / White,240.0
Silverstone AR01-V2.1,,"[600, 2200]","[15, 38]",Black / White,
Phanteks PH-TC12LS_RGB,,,25,Black / White,
ID-COOLING IS-50X,,"[600, 1600]","[13.8, 30.2]",Black,
Gelid Solutions Sirocco,,"[750, 2000]",40.4,Black / Silver,
upHere CCF150ARGB,,"[600, 1800]","[16.1, 27.7]",Black,
upHere AC12,,"[600, 1750]","[16.1, 27.7]",Black,
upHere CC2401-usa,,"[600, 1700]","[16.1, 27.7]",Black,240.0
Alpenföhn Brocken 3,,"[400, 1050]",22,Black,
Fractal Design Lumen S28,,"[500, 1700]","[10, 35.5]",Black,280.0
Iceberg Thermal IceSLEET G4 Silent,40.49,"[600, 1200]",20.5,Black / Gray,
GAMDIAS CHIONE E1,,1500,,Black,120.0
ID-COOLING AURAFLOW X 240 TGA,,"[900, 2000]","[16, 31.5]",Black,240.0
Cooler Master GeminII M5 LED,,"[500, 1600]",31,,
Cooler Master GeminII M4,,"[500, 1600]","[8, 30]",,
Cooler Master Vortex 211Q,,1500,,,
Jonsbo CR-1100,,"[600, 1500]","[18, 31]",Gray / Black,
Noua Siberus TR360,,"[800, 1800]","[25, 32]",Black,360.0
Noua Siberus TR120,,"[800, 1800]","[18, 30]",Black,120.0
Noua Numb,,"[800, 1600]",29,White,
Dynatron R9,41.95,"[1000, 4500]","[13.14, 45.9]",,
Scythe Ashura,87.12,"[500, 1300]","[13, 30.7]",,
Evercool HPH-9525CU,25.99,1800,20,,
Xigmatek HDT-D1284,49.0,"[800, 1500]",27.2,,
Gelid Solutions Slimhero,,"[750, 1600]","[12, 25.4]",,
Dynatron R17,51.99,"[1000, 2500]","[17, 31.92]",,
Dynatron R27,43.93,"[1000, 3800]","[16, 43.4]",,
Xigmatek Dark Knight SD1483 Night Hawk,,"[800, 1200]",18,,
Iceberg Thermal IceSLEET G4 OC,44.99,"[600, 1400]",22.5,Teal / Silver,
Cooler Master RR-LEE-L911-GP,,2200,17,,
Rosewill RCX-ZAIO-92,89.99,"[600, 2500]","[14.5, 25]",,
RAIJINTEK EreBoss,,"[600, 1400]",28,,
Thermalright ARO-M14O,105.79,"[300, 1300]","[15, 21]",Orange / Silver,
Cooler Master DI5-8E5PA-0L-GP,,2800,22,,
Cooler Master DP6-9EDSA-0L-GP,,2600,24.5,,
Cooler Master RR-V6SV-22PR-R1,,"[800, 2200]","[15, 38]",,
Dynatron T860,,"[2000, 6000]","[20.23, 44.88]",,
Thermaltake CLP0534,,"[1200, 2400]","[20, 26.9]",,
Zalman CNPS 7500 Cu LED,,"[1150, 2300]","[17, 32]",,
Thermaltake CL-P0503,,2900,29.58,,
Zalman CNPS9900MAX-B,,"[900, 1700]","[18, 30]",,
Thermaltake CLP0574,,"[800, 1300]",16,,
Zalman CNPS10X QUIET,,"[700, 1400]",26,,
Zalman CNPS9700 LED,,"[1250, 2800]","[19.5, 35]",,
Zalman CNPS9900NT,,"[1000, 2000]","[19.5, 38]",,
Masscool 8W553B1M3,,2400,26.2,,
Masscool 8WA743,,"[800, 2800]","[20, 34]",,
Masscool 8WT15-38,,2400,30,,
Rosewill RCX-Z80-AL,,2500,22.41,,
Rosewill RCX-Z90-CP,,"[600, 3000]","[13.5, 26.5]",,
Xigmatek Aegir SD128264,,"[1000, 2200]",20,,
Xigmatek D982,,"[1500, 2500]",22,,
Xigmatek Dark Knight S1283V,,"[1000, 2200]",30.1,,
Xigmatek Cobra - D984,,"[1000, 2800]","[20, 28]",,
ZEROtherm ZT-570D,,"[900, 2300]",30,,
Evercool NI01-9525EP,,2600,33,,
Thermaltake CLP0555,,"[300, 2500]","[12, 16]",,
EVGA M020-00-000234,,"[750, 2500]","[13.2, 41.5]",,
Evercool HPI-12025,,"[1200, 1800]","[23, 30]",,
Xigmatek Prime SD1484,,"[800, 1200]",18,,
Gelid Solutions Rev. 1 Tranquillo,,"[750, 1500]","[12, 25.5]",,
Gelid Solutions Slim Silence 775,,"[1100, 2300]","[15, 24.5]",,
Gelid Solutions Slim Silence AM2,,"[1200, 2500]","[15, 27.2]",,
Logisys AC2200BT,,2200,30.1,,
Logisys MC3001IE,,"[900, 2200]","[17.8, 34.6]",,
Scythe SCMG-3000,,"[300, 1600]",26.5,,
Sunbeam CR-CCTF92-4,,"[1200, 2200]",27,,
Corsair H70 Core,,,,,120.0
Cooler Master Hyper 612 PWM,,"[600, 2000]","[9, 36]",,
ARCTIC Alpine 11 GT Rev. 2,,"[500, 2000]",,,
Enermax ETS-T40-TA,,"[800, 1800]","[16, 21]",,
Evercool HPKC-10025EA,,1800,23,,
Gelid Solutions Siberian,,"[900, 2200]","[10, 22.5]",,
ZEROtherm ZT-1000D 1156,,3000,,,
SilenX EFZ-100HA1,,"[1000, 2000]","[8, 24]",,
Enermax ETS-T40-VD,,"[800, 1800]","[16, 21]",,
SilenX EFZ-120HA4,,"[800, 2000]","[8, 28]",,
Nexus LOW-7000 R2,,"[500, 2000]","[15, 24]",,
Logisys IC211HTPC,,2600,28,,
Logisys MC106,,1500,19,,
Logisys IC221PWM,,"[900, 2400]","[17.8, 26.4]",,
Logisys MC2001IE,,2200,23.4,,
SilenX EFZ-120HA3,,"[800, 2000]",,,
Phanteks PH-TC14PE_OR,,"[700, 1200]","[13.4, 19]",,
Masscool 7WA868,,"[800, 2800]","[19, 27]",,
Silverstone SST-HE01,,"[500, 2000]","[18, 41]",,
Zalman CNPS8000B,,"[1400, 2800]","[20, 32]",,
Zalman CNPS11X Performa,,"[1000, 1600]","[17, 26]",,
Scythe SCKC-2100,,"[500, 1300]","[9.6, 24.7]",,
Zalman CNPS8900 Extreme,,"[1250, 2800]","[19.5, 35]",,
Evercool TTC-NK85TZ/V2(RB),,"[800, 2150]","[17.2, 39]",,
ARCTIC Freezer A30,,"[400, 1350]",,,
Scythe SCKTN-4000,,"[300, 2500]","[7.2, 31.07]",,
Scythe SCSMZ-2100,,"[300, 2500]","[7.2, 31.07]",,
Dynatron R19,,,,,
Xigmatek Dark Knight SD1283,,"[1000, 2200]",30.1,,
Zalman LQ-320,,"[900, 2000]",,,120.0
Zalman CNPS9900 D/F,,"[900, 1400]","[19, 27]",,
Titan TTC-NC55TZ/RB,,"[1800, 2200]","[28.8, 38]",,
Titan TTC-NA43TZ/CU35,,"[900, 2600]","[14, 33]",,
Phanteks PH-TC12DX_BL,,"[600, 1800]","[21.9, 27.6]",,
Evercool HPO-12025,,"[1400, 2200]","[16, 38]",,
Thermalright Silver Arrow Extreme,,"[600, 2500]","[21, 45]",,
Swiftech H220,,"[1200, 3000]","[16, 33]",,240.0
Cooler Master RR-T812-24PK-R2,,"[600, 2400]","[19, 40]",,
Silverstone AR01,,"[1000, 2200]","[16.39, 33.5]",,
Silverstone AR03,,"[1000, 2200]","[16.39, 33.5]",,
be quiet! Shadow Rock Topflow SR1,,1500,"[9.6, 24.4]",,
ARCTIC Alpine 7 GT,,2000,25,,
Enermax ETS-T40-BK,,"[800, 1800]","[16, 26]",,
Zalman CNPS7000V(AL)-1-PWMB,,"[800, 2600]","[20, 32]",,
Dynatron T450,,"[800, 2500]","[16, 27.3]",,
Thermalright Macho-120,,"[900, 1300]","[17, 21]",,
Masscool 8W2002B1M4,,"[800, 2800]","[20, 34]",,
Akasa Nero 3,,"[500, 1500]",24.6,,
Thermaltake NiC L31,,"[500, 1800]","[18, 34.79]",,
Thermaltake NiC L32,,"[500, 1800]","[18, 38.4]",,
Thermalright HR-22,,,,,
Thermalright SILVER ARROW IB-E,,"[900, 1300]","[21, 25]",,
RAIJINTEK ZELOS,,"[800, 1400]",20,,
Zero Infinity Shiva,,2200,,,
Scythe Ashura Shadow,,"[500, 1300]","[13, 30.7]",,
RAIJINTEK TRITON BLUE,,"[1000, 2600]","[21.6, 36.6]",,240.0
Thermaltake MeOrb II,,"[1500, 2500]","[18.5, 28]",,
Thermaltake CL-P008-AL09WT-A,,1800,21,,
Prolimatech Basic 45,,"[1000, 2000]",,,
Prolimatech Basic 48,,"[1000, 2000]",,,
Phanteks PH-TC14S_BK,,"[500, 1600]",25.3,,
Xigmatek Loki II,,"[1200, 2800]","[20, 28]",,
Cooler Master Blizzard T2 mini,,2200,22,,
Evercool TRANSFORMER S,,2200,20,,
Akasa Nero LX,,"[600, 1900]","[11.5, 31.5]",,
Silverstone TD03-E,,"[1500, 2500]","[18, 35]",,120.0
Silverstone TD03-LITE,,"[1500, 2500]","[18, 35]",,120.0
CRYORIG A80,,"[600, 1850]","[13, 38]",,280.0
Enermax ETS-T40F-RF,,"[500, 1200]","[10, 19]",,
Cooler Master X6,,"[600, 1900]","[8, 27]",,
Silverstone NT01-PRO,,,0,,
Thermalright AXP-100R,,"[900, 2500]","[22, 30]",,
ARCTIC Freezer i32 CO,,,,,
ID-COOLING IS-50,,"[600, 1600]","[13.8, 30.2]",,
Deepcool CAPTAIN 240 WHITE,,"[600, 2200]","[17.6, 39.29]",,240.0
Reeven Ouranos,,"[300, 1700]","[5.8, 36.4]",,
Reeven Hans,,"[300, 1500]","[4, 29.8]",,
ID-COOLING ICEKIMO 120W,,2500,"[18, 26.4]",,120.0
Alpenföhn Panorama rev.B,,"[900, 2000]","[14, 22.1]",,
RIOTORO BIFROST 240,,,,,240.0
RIOTORO BIFROST 120TI,,,,,120.0
Gelid Solutions Rev. 3 Tranquillo,,"[750, 1500]","[12, 26.5]",,
Enermax LiqTech TR4 360,,"[500, 2300]","[14, 28]",,360.0
FSP Group Windale 6,,"[600, 1600]",32,,
Scythe Kabuto 3,,"[300, 1400]","[4, 28]",,
ARCTIC Alpine 11 - Passive,,,0,,
ROCCAT ROCC-16003,,"[800, 2200]",25,Black / Silver,
ID-COOLING AURAFLOW 120,,"[700, 1800]","[18, 35.2]",Black,120.0
ID-COOLING AURAFLOW 120 SNOW,,"[700, 1800]","[18, 35.2]",White,120.0
Scythe SCBYK-1000,,"[300, 2300]","[7.2, 28.26]",Silver / Black,
Scythe SCIOR-1000,,"[300, 1800]","[4.5, 26.7]",Black / Silver,
Antec Mercury 120,,"[900, 1800]",30,Black / White,120.0
Antec Mercury 360,,"[900, 1800]",30,Black / White,360.0
Akasa Venom,,"[600, 1900]","[6.9, 28.9]",Yellow / Black,
GAMDIAS CHIONE E1A-120R,,"[1200, 1500]",,Black,120.0
Enermax Liqfusion 360,,"[500, 2000]","[14, 28]",Black,360.0
Cooler Master GeminII M5 LED,,"[500, 1600]",31,Black / Silver,
upHere ACC92CF,,"[600, 1700]","[16.1, 27.7]",Black,
upHere ACC92RGB,,"[600, 1700]","[16.1, 27.7]",Black,
upHere AC12BE,,"[600, 1750]","[16.1, 27.7]",Black,
upHere CC1201 Red,,"[600, 1700]","[16.1, 27.7]",Black / White,120.0
RAIJINTEK Orcus 360,,"[800, 1800]",23,Black,360.0
RAIJINTEK Orcus 120,,"[800, 1800]",23,Black,120.0
Apacer ZADAK Spark Lite 240,,"[800, 2200]",,Black,240.0
GAMDIAS CHIONE E1,,1500,,Black,120.0
GAMDIAS CHIONE E2,,"[1200, 2400]",,Black,120.0
Thermalright TA140 EX,,1800,30.2,Gray,
Thermalright AXP-90i,,2700,22.4,Gray,
Thermalright Macho Rev.C Plus,,"[300, 1300]","[15, 21]",Silver / Black,
ID-COOLING ICEFLOW ARGB,,"[900, 2000]","[16, 31.5]",White,240.0
ID-COOLING DK-17 PWM,,"[600, 2200]","[14.2, 25.8]",,
ID-COOLING SE-913-B,,"[600, 2200]",23.8,,
ID-COOLING SE-903-R V2,,2200,23.1,,
ID-COOLING SE-213V3-R,,"[500, 1600]","[16, 20.2]",,
ID-COOLING SE-213V3-B,,"[500, 1600]","[16, 20.2]",,
ID-COOLING SE-224-XT-B,,"[700, 1800]","[15.2, 32.5]",,
ID-COOLING SE-224-XT-R,,"[700, 1800]","[15.2, 32.5]",,
ID-COOLING SE-903-B V2,,2000,23.1,,
ID-COOLING DASHFLOW 240,,"[900, 2000]","[16, 31.5]",Black,240.0
Cooler Master Vortex 211P,,2200,,,
Cooler Master X Dream L115,,2200,,,
Jonsbo HX6240,,"[700, 1800]","[28, 37.6]",White,
Jonsbo PISA A4,,"[800, 1850]",36.8,Gray,
Jonsbo PISA A4,,"[800, 1850]",36.8,White,
Noua Numb,,"[800, 1600]",29,Black,
Deepcool LE320,,"[500, 2250]",32.9,White,120.0
Cooler Master MasterLiquid ML360 Sub-Zero EVO,,,30,Black,360.0
Cooler Master MasterLiquid PL360 FLUX 30TH Anniversary Edition,209.99,,30,Black,360.0
Jonsbo HX6210,,"[800, 2300]","[20, 31.6]",White,
Gelid Solutions Slim Silence A-Plus,,"[1200, 2600]","[15, 27.2]",,
Gelid Solutions Black Edition,,"[750, 1600]","[25.4, 25.5]",,
Silverstone Argon AR09-115XS,48.22,"[1200, 5000]","[18.02, 42.5]",,
Silverstone Argon AR10-115XP,47.29,"[500, 4000]","[18.07, 39.03]",,
Dynatron K987,,"[1200, 2800]","[16.08, 34.48]",Black / Silver,
Noua Polaris LM240,,2200,38,Black / White,240.0
Antec KUHLER Shelf,,,,,
Cooler Master GeminII S,,"[1000, 2000]","[17, 21]",,
Cooler Master RR-H101-22FK-RA,,2200,22,,
Cooler Master S2N-PLMHS-07-GP,,,0,,
Dynatron T195,,"[1000, 5000]","[20.5, 49.8]",,
Evercool CI01-9525EP,,"[900, 2600]","[12, 31]",,
Thermaltake A4012-02,,2500,21,,
Thermaltake CL-P0257,,1700,17,,
Thermaltake CL-P0497,,2500,27,,
Thermaltake CLP0527,,"[800, 1700]",16,,
Thermaltake CLP0554,,"[1000, 1600]","[19, 28]",,
Thermaltake CLP0579,,"[800, 2000]","[15, 33.2]",,
Zalman CNPS 7500 AlCu LED,,"[1150, 2300]","[17, 32]",,
Zalman CNPS 8700 NT,,"[1150, 2100]","[17.5, 30]",,
Zalman CNPS 9700 NT,,"[1250, 2800]","[19.5, 35]",,
Thermaltake CL-P0508,,"[1300, 2000]","[16, 24]",,
Xion XON-HP9310P,,"[1000, 3000]","[16, 25.3]",,
Scythe SCBSK-1000,,"[650, 2200]",,,
Zalman CNPS7000C-AlCu,,"[1350, 2400]","[17, 24]",,
Evercool HPJ-12025,,1000,21,,
Silverstone NT01-E,,,0,,
Masscool 5U1082F1M4,,"[2000, 3600]","[23, 45.9]",,
Masscool 5W1081F1M3,,2400,31,,
Masscool 8W501B1M3G,,2400,26.2,,
Rosewill RCX-Z2,,"[500, 3400]","[17, 34.2]",,
Rosewill RCX-Z90-AL,,"[600, 3000]","[15, 30]",,
Scythe SCMG-2100,,,26.5,,
Scythe SCNJ-3000,,"[470, 1900]","[9.8, 27.3]",,
Scythe SCRT-1000,,"[470, 1900]","[9.8, 27.3]",,
Scythe SCSMZ-2000,,"[300, 2500]","[7.2, 31.07]",,
Scythe SCYS-1000,,"[470, 1900]","[7.05, 27.3]",,
Silverstone NT06-E,,,0,,
Silverstone NT07-1156,,"[1200, 3000]","[15, 38]",,
Zalman CNPS8000A,,"[1400, 2600]","[20, 30]",,
Zalman CNPS5X SZ,,"[1400, 2800]","[20, 32]",,
Xigmatek Balder SD1283,,"[1000, 2200]",28,,
Xigmatek EP-CD901,,"[1200, 2500]",28,,
Xigmatek EP-CD903,,"[1200, 2500]",28,,
Xigmatek HDT-S1283,,"[800, 1500]","[20, 32]",,
Xigmatek HDT-S963,,"[1200, 2800]","[23, 35]",,
Xigmatek HDT-SD964,,"[1200, 2800]","[22, 30]",,
ZEROtherm CF800-MK III,,"[900, 2600]",30,,
ZEROtherm CORE92,,"[900, 2500]",19.5,,
ZEROtherm Nirvana NV120 PWM,,"[900, 1800]",30,,
ZEROtherm ZT-10D,,,0,,
ZEROtherm ZT-10D Smart,,,,,
ZEROtherm ZT-560D,,"[900, 2300]",30,,
Xigmatek HDT-S1284F,,"[800, 1500]","[16, 24]",,
Antec Performance Max,,,,,
Cooler Master DI5-9HDSC-A1-GP,,2200,23.8,,
Thermaltake CLP0532,,2500,34,,
Thermaltake CLP0550,,"[740, 3700]","[21, 40]",,
Thermaltake CL-P0101,,"[600, 3700]","[15, 46.5]",,
Scythe SCKZT-1000,,"[800, 3300]","[8.2, 32.5]",,
Enzotech Extreme-X Rev.A,,"[1000, 2500]","[15.8, 43.3]",,
Zalman CNPS7X LED,,"[1250, 1950]","[17, 25]",,
Logisys AC4400BT,,2200,30.1,,
Logisys IC106,,2200,25,,
Logisys IC207,,2500,25,,
Logisys IC4100AST,,2200,30.1,,
Prolimatech Megahalems Rev.B,,,,,
TUNIQ T-120-LFB,,"[1000, 2000]",,,
TUNIQ Tower 120,,"[1000, 2000]",,,
Thermalright U120eXtrem1366RT R-C,,1600,28,,
Sunbeam CR-CCTF,,"[1000, 2000]","[16, 20]",,
Thermalright Venomous X - RT,,1300,24.1,,
Enermax ETD-T60-TB,,"[800, 1800]","[10, 21]",,
Enermax ETD-T60-VD,,"[800, 1800]","[16, 21]",,
Gelid Solutions Slim Silence I-Plus,,"[1200, 2600]","[15, 27.8]",,
Gelid Solutions CC-GX7-01-A,,"[600, 1800]","[10, 26.8]",,
ZEROtherm BTF90,,"[750, 2500]","[18, 27]",,
ZEROtherm ZT-1000D 775,,2500,,,
Syba CL-CNL-EOLE802,,2200,25,,
Scythe SCNJ-3100,,"[470, 1900]","[7.05, 37]",,
Titan TTC-NK35TZ/RPW/V2,,"[900, 2800]","[12, 31]",,
Prolimatech PRO-PNTH,,,,,
Thermaltake CLP0533,,"[1000, 6000]","[21, 48]",,
Prolimatech PRO-MGH-C,,,26,,
Nexus FLC-3000 R2,,"[900, 2500]","[15, 24]",,
Scythe SCBSK-2000,,,"[9.32, 33.67]",,
Logisys IC231PWM,,"[900, 2400]","[17.8, 32.5]",,
Logisys MC4004IEXT,,"[900, 2200]","[17.8, 28.1]",,
Logisys MC6001IM,,"[700, 1200]","[18.2, 26.7]",,
Logisys MC4005IB,,"[900, 1500]","[21.4, 32.1]",,
Logisys MC4001IM,,"[500, 1500]","[17.8, 27.6]",,
Logisys MC4002IW,,"[500, 1500]","[17.8, 27.6]",,
Logisys MC6002GS,,"[500, 1500]","[17.6, 27.6]",,
Logisys IC4300X4,,"[400, 2800]","[17.8, 40.7]",,
Phanteks PH-TC14CS,,"[700, 1200]","[13.4, 19]",,
Phanteks PH-TC14CS_RD,,1300,"[13.4, 19]",,
Masscool 8W2002F1M4,,"[800, 2800]","[20, 34]",,
SilenX EFZ-120HA5,,1600,"[8, 24]",,
Prolimatech PRO-MGH-B,,,,,
Titan TTC-NK54TZ,,3500,30.6,,
Masscool 8W5020F1M,,"[800, 2800]","[20, 34]",,
Evercool NI2011E-9525EP,,"[1000, 3000]",28,,
Evercool TTC-NK35TZ/RPW/V3,,"[900, 2800]","[12, 31]",,
Scythe SCKC-2000,,"[500, 1300]","[9.6, 24.7]",,
Scythe SCMG-3100,,"[300, 1600]","[9.6, 32.15]",,
Titan EC-TTC-NC05TZ,,"[800, 1500]","[15.3, 29]",,
Vantec VAF-1225,,"[1000, 2200]","[20, 32]",,
Dynatron R22,,,,,
Phanteks PH-TC14CS_BL,,700,"[13.4, 19]",,
Thermaltake CLP0596,,"[800, 2000]","[21, 44]",,
Phanteks PH-TC14CS_BK,,700,"[13.4, 19]",,
Silverstone HE02,,,,,
Enermax ELC120-TB,,"[800, 2200]","[17.3, 31.2]",,120.0
Enermax ELC120-TA,,"[800, 2200]","[18.5, 32.8]",,120.0
Phanteks PH-TC90LS,,"[1000, 2500]","[19, 26]",,
Zalman LQ-315,,"[900, 2000]",,,120.0
Zalman LQ-310,,"[900, 2000]",,,120.0
Gelid Solutions Silent Spirit,,"[900, 2400]","[10, 25.8]",,
ARCTIC Freezer i30 CO,,"[400, 1350]",,,
Cooler Master Eisberg 240L Prestige,,1600,20.5,,240.0
Rosewill ROCC-13001,,2000,"[19.39, 31.05]",,
Silverstone TD02,,"[1500, 2500]","[16, 33.5]",,240.0
Silverstone TD03,,"[1500, 2500]","[16, 33.5]",,120.0
Thermaltake CLP0607,,"[1000, 2000]","[20, 39.9]",,
Zalman CNPS90F,,2300,29,,
be quiet! Shadow Rock Pro SR1,,1500,"[7.8, 21.4]",,
Enermax ETS-T40-W,,2200,31.2,,
Thermaltake CLP0605,,"[800, 1600]","[18, 30.2]",,
Swiftech H320,,"[800, 1800]","[16, 33]",,360.0
Thermalright TS-120M,,"[700, 1500]","[17, 28.5]",,
Thermalright TS-120M(BW),,"[600, 1300]",24.5,,
Scythe SCKC-3000,,"[500, 1300]","[13, 30.7]",,
Xigmatek Praeton LD963,,"[1200, 2800]",22,,
Gelid Solutions Siberian Pro,,"[900, 2200]","[10, 23.5]",,
Enermax Liqtech 120X,,"[600, 2500]","[15, 30]",,120.0
Enermax ELC-LM120S-TAA,,2500,30,,120.0
Enermax ETS-N30-HE,,"[800, 2800]","[16, 28]",,
Thermaltake CLP0604,,"[1200, 2100]","[21, 48]",,
Xigmatek Janus LD1266,,1200,"[19.2, 22.4]",,
Zalman CNPS7000-AlCu,,"[1350, 2400]","[17, 24]",,
Zalman Reserator 3 MAX Dual,,"[1000, 2300]","[23.2, 46.6]",,240.0
Deepcool LUCIFER,,"[700, 1400]","[17.8, 31.1]",,
RAIJINTEK TRITON GREEN,,"[1000, 2600]","[21.6, 36.6]",,240.0
RAIJINTEK TRITON RED,,"[1000, 2600]","[21.6, 36.6]",,240.0
Thermaltake Gravity A1,,1800,22.3,,
Akasa Venom Medusa,,"[500, 1600]","[6.9, 28.9]",,
Gelid Solutions GX7,,"[750, 1800]","[12, 28]",,
Prolimatech Basic 65,,"[600, 1600]",,,
Prolimatech Basic 68,,"[600, 1600]",,,
Prolimatech Basic 81,,"[600, 1600]",,,
Masscool 5T568S1H3,,4200,31.8,,
Dynatron T459,,,,,
Zalman CNPS9300 AT,,"[1500, 2400]","[20, 30]",,
X2 ECLIPSE IV,,"[800, 2000]","[10, 24]",,
Akasa Venom Voodoo,,"[600, 1900]","[6.9, 28.9]",,
Cooler Master TPC 812XS,,"[500, 1600]","[8, 30]",,
Thermaltake BigTyp Revo.,,"[800, 1800]",20,,
Thermalright Macho Zero,,,0,,
Xigmatek Dark Knight SD1483 Frostbourne,,"[800, 1200]",18,,
SilentiumPC Grandis XE1236,,"[500, 1500]",21,,
Swiftech H140-X,,"[700, 1800]","[8.3, 28.8]",,140.0
Silverstone TD02-LITE,,"[1500, 2500]","[18, 35]",,240.0
RAIJINTEK PALLAS Black,,"[650, 1400]",28,,
LEPA EXllusion 240,,"[500, 1800]","[14, 30]",,240.0
Thermalright TRUE Spirit 140 (BW),,"[300, 1300]","[15, 21]",,
Gelid Solutions Polar,,"[1400, 2000]","[16, 28.9]",,
Silverstone TD03-SLIM,,"[800, 2200]","[16.5, 27.4]",,120.0
ARCTIC Freezer A32,,,,,
ID-COOLING IS-40,,"[300, 2500]","[14, 33]",,
ID-COOLING IS-40PRO,,"[300, 2500]","[14, 33]",,
Gelid Solutions Antarctica,,"[450, 4500]",27.8,,
ARCTIC Freezer i11 CO,,"[500, 2000]",,,
ID-COOLING DK-01,,"[800, 2500]","[12, 28.8]",,
ID-COOLING FI-REEX,,"[800, 1800]","[16.2, 29.2]",,
ID-COOLING FI-VC,,1600,21,,
ID-COOLING FI-VC Twin,,"[800, 1800]","[16.2, 32.6]",,
ID-COOLING IS-25,,"[800, 2700]","[14, 23]",,
ID-COOLING IS-25i,,"[800, 2700]","[14, 23]",,
ID-COOLING SE-203,,"[800, 1800]","[16.2, 29.2]",,
ID-COOLING SE-203K,,1800,"[16.2, 29.2]",,
ID-COOLING SE-204,,"[800, 1800]","[16.2, 29.2]",,
ID-COOLING SE-204K,,"[800, 1800]","[16.2, 29.2]",,
ID-COOLING SE-205,,"[1600, 1800]","[16.2, 29.2]",,
ID-COOLING SE-213,,"[800, 1600]","[16, 20.2]",,
ID-COOLING SE-213i,,"[800, 1600]","[16, 20.2]",,
ID-COOLING SE-214i,,"[800, 1800]","[16.2, 29.2]",,
ID-COOLING SE-214X,,1800,"[16.2, 29.2]",,
ID-COOLING SE-902,,"[600, 2200]","[14, 23.8]",,
Silverstone SST-AR07,,"[800, 1500]","[16.5, 30.8]",,
Noctua NH-U9DO A3,,"[1000, 1600]","[7.9, 17.6]",,
Reeven Okeanos,,"[300, 1800]","[4, 23.6]",,
Reeven Chrono Guard,,"[300, 2500]","[7.2, 31.1]",,
Reeven Arcziel,,"[300, 2500]","[7.2, 31.1]",,
Reeven Brontes,,"[650, 2200]","[10.5, 31.67]",,
Reeven Hans RC-1205n,,"[300, 1500]","[4, 29.8]",,
Reeven Steropes,,"[500, 2000]","[9.32, 33.67]",,
Thermaltake Riing Silent 12 Pro Blue,,"[300, 1400]","[12, 19]",,
ARCTIC Alpine 20 PLUS CO,,"[600, 2200]",,,
Deepcool Maelstrom 240T RF,,"[600, 1800]","[17.8, 34.1]",,240.0
RAIJINTEK EREBOSS CORE EDITION,,,0,,
Alpenföhn Matterhorn Rev. C – White Edition,,"[500, 1500]",18.2,,
Silverstone Tundra TD02-SLIM,,"[800, 2200]","[16.5, 27.4]",,240.0
Cooltek LP53,,"[1000, 2100]","[16, 27.1]",,
